Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Payment_Date,Amount_Billed,Discount,Amount_Received,Payment_Method,Salesperson_ID,Region,Is_Duplicate,Is_Leaked,Leakage_Type
INV03754,CUST0110,2023-10-03,2023-11-02,2023-10-30,15011,0.0,15011.0,UPI,SP011,East,0,0,
INV03755,CUST0135,2023-01-23,2023-03-09,2023-04-01,46912,9382.4,37529.6,Cash,SP020,West,0,0,
INV03756,CUST0090,2023-12-17,2024-01-16,2024-01-16,8825,0.0,8825.0,Card,SP008,East,1,1,Duplicate
INV03757,CUST0085,2023-06-14,2023-07-14,2023-07-11,32315,0.0,32315.0,Bank Transfer,SP010,East,0,0,
INV03758,CUST0019,2023-12-17,2024-01-16,2024-01-13,27601,0.0,27601.0,UPI,SP013,South,0,0,
INV03759,CUST0193,2023-12-14,2024-01-28,2024-01-28,30914,0.0,30914.0,Cash,SP009,West,0,0,
INV03760,CUST0073,2023-09-06,2023-09-21,2023-09-21,42432,0.0,42432.0,Cash,SP014,East,0,0,
INV03761,CUST0005,2023-07-07,2023-08-21,2023-08-21,10239,0.0,10239.0,Bank Transfer,SP005,South,1,1,Duplicate
INV03762,CUST0013,2023-05-11,2023-06-25,2023-06-22,27984,0.0,27984.0,Card,SP005,West,0,0,
INV03763,CUST0186,2023-03-03,2023-03-18,2023-03-14,40958,0.0,40958.0,Cash,SP004,South,0,0,
INV03764,CUST0041,2023-09-12,2023-09-27,2023-09-27,26164,10259.43,15904.57,Card,SP005,North,0,1,Over-discount
INV03765,CUST0177,2023-02-26,2023-03-13,2023-03-13,20762,5666.94,15095.060000000001,Card,SP002,West,0,1,Over-discount
INV03766,CUST0084,2023-08-20,2023-09-19,2023-09-19,22968,0.0,20300.42,Cash,SP007,East,0,1,Underpayment
INV03767,CUST0162,2023-03-29,2023-05-13,2023-05-25,20960,0.0,20960.0,Cash,SP011,West,0,0,
INV03768,CUST0150,2023-04-23,2023-05-08,2023-05-05,35885,0.0,35885.0,UPI,SP008,North,0,0,
INV03769,CUST0011,2023-02-19,2023-03-21,,29682,0.0,0.0,Card,SP010,West,0,1,Missing Payment
INV03770,CUST0017,2023-11-19,2023-12-04,2023-12-01,36028,9007.0,27021.0,Bank Transfer,SP019,North,0,0,
INV03771,CUST0008,2023-11-05,2023-11-20,2023-11-17,21795,0.0,21795.0,Cash,SP004,South,0,0,
INV03772,CUST0200,2023-03-27,2023-04-11,2023-04-20,45517,0.0,45517.0,Card,SP011,West,0,0,
INV03773,CUST0092,2023-10-03,2023-11-17,2023-11-17,27218,0.0,27218.0,Card,SP007,East,1,1,Duplicate
INV03774,CUST0150,2023-10-19,2023-11-18,2023-11-17,19724,0.0,19724.0,Card,SP001,West,0,0,
INV03775,CUST0021,2023-02-15,2023-04-01,2023-03-29,18479,0.0,18479.0,Bank Transfer,SP003,East,0,0,
INV03776,CUST0181,2023-03-28,2023-04-27,2023-04-29,47368,0.0,47368.0,Cash,SP007,East,0,0,
INV03777,CUST0179,2023-08-20,2023-09-19,2023-09-17,17473,0.0,17473.0,Card,SP008,North,0,0,
INV03778,CUST0019,2023-07-21,2023-08-05,2023-08-05,26568,0.0,26568.0,Cash,SP002,South,0,0,
INV03779,CUST0076,2023-11-20,2023-12-05,2023-12-05,36516,1825.8,34690.2,Card,SP006,South,1,1,Duplicate
INV03780,CUST0009,2023-07-07,2023-07-22,2023-07-22,45837,0.0,45837.0,Cash,SP015,East,0,0,
INV03781,CUST0047,2023-02-23,2023-03-25,2023-03-25,48227,0.0,48227.0,Bank Transfer,SP004,North,0,0,
INV03782,CUST0078,2023-12-13,2023-12-28,2023-12-28,45397,14259.68,31137.32,Card,SP019,West,0,1,Over-discount
INV03783,CUST0130,2023-02-06,2023-03-23,2023-03-23,46986,0.0,46986.0,Card,SP018,North,0,0,
INV03784,CUST0009,2023-11-28,2024-01-12,2024-01-12,35802,0.0,33423.73,Cash,SP005,East,0,1,Underpayment
INV03785,CUST0098,2023-10-25,2023-12-09,2023-12-09,43696,0.0,43696.0,Bank Transfer,SP003,West,0,0,
INV03786,CUST0113,2023-11-29,2023-12-29,2023-12-28,48317,0.0,48317.0,Card,SP009,South,0,0,
INV03787,CUST0010,2023-11-08,2023-12-08,2023-12-06,49131,0.0,49131.0,Cash,SP002,South,0,0,
INV03788,CUST0059,2023-08-15,2023-09-29,2023-10-01,38677,0.0,38677.0,UPI,SP006,South,0,0,
INV03789,CUST0144,2023-01-19,2023-03-05,2023-03-04,14551,0.0,14551.0,Card,SP013,East,0,0,
INV03790,CUST0047,2023-01-27,2023-02-26,2023-02-26,22921,0.0,22139.9,Bank Transfer,SP007,South,0,1,Underpayment
INV03791,CUST0035,2023-05-21,2023-07-05,2023-07-04,43831,0.0,43831.0,Bank Transfer,SP001,South,0,0,
INV03792,CUST0005,2023-04-05,2023-04-20,,42336,0.0,0.0,Card,SP019,North,0,1,Missing Payment
INV03793,CUST0056,2023-02-26,2023-03-13,,7216,0.0,0.0,Bank Transfer,SP001,South,0,1,Missing Payment
INV03794,CUST0051,2023-12-13,2024-01-12,2024-01-12,16780,0.0,16780.0,Card,SP015,North,0,0,
INV03795,CUST0188,2023-07-05,2023-08-19,2023-08-19,45539,0.0,43211.31,Card,SP015,East,0,1,Underpayment
INV03796,CUST0003,2023-04-22,2023-05-22,2023-05-20,49179,0.0,49179.0,Bank Transfer,SP016,East,0,0,
INV03797,CUST0193,2023-12-14,2024-01-13,2024-01-13,22765,0.0,22765.0,UPI,SP006,East,0,0,
INV03798,CUST0165,2023-02-23,2023-03-25,2023-03-22,5036,0.0,5036.0,UPI,SP003,South,0,0,
INV03799,CUST0060,2023-08-16,2023-09-30,2023-09-30,37171,0.0,34789.7,Cash,SP016,South,0,1,Underpayment
INV03800,CUST0061,2023-10-11,2023-10-26,2023-10-22,18187,909.35,17277.65,Cash,SP005,North,0,0,
INV03801,CUST0033,2023-02-18,2023-04-04,2023-04-10,20918,0.0,20918.0,Card,SP003,North,0,0,
INV03802,CUST0024,2023-07-30,2023-08-29,2023-08-25,46524,0.0,46524.0,Bank Transfer,SP006,South,0,0,
INV03803,CUST0075,2023-09-21,2023-10-06,2023-11-02,15022,0.0,15022.0,UPI,SP015,West,0,0,
INV03804,CUST0067,2023-09-04,2023-10-19,2023-10-15,39307,7861.4,31445.6,Card,SP004,West,0,0,
INV03805,CUST0165,2023-07-12,2023-08-26,2023-09-20,30090,0.0,30090.0,Card,SP011,East,0,0,
INV03806,CUST0106,2023-06-25,2023-07-10,2023-07-09,6601,0.0,6601.0,Bank Transfer,SP009,North,0,0,
INV03807,CUST0099,2023-11-03,2023-12-03,2023-12-03,15483,0.0,15483.0,Bank Transfer,SP018,West,0,0,
INV03808,CUST0040,2023-01-09,2023-02-23,2023-02-22,35615,5342.25,30272.75,Bank Transfer,SP011,North,0,0,
INV03809,CUST0047,2023-09-23,2023-10-08,2023-10-06,10492,0.0,10492.0,UPI,SP019,East,0,0,
INV03810,CUST0099,2023-05-14,2023-06-13,2023-06-13,47309,0.0,44483.93,Cash,SP009,South,0,1,Underpayment
INV03811,CUST0064,2023-09-05,2023-10-05,2023-10-05,29104,0.0,29104.0,Bank Transfer,SP015,North,0,0,
INV03812,CUST0048,2023-10-17,2023-11-01,2023-10-30,32723,0.0,32723.0,UPI,SP003,North,0,0,
INV03813,CUST0031,2023-10-31,2023-12-15,2023-12-15,45471,0.0,45471.0,UPI,SP008,East,0,0,
INV03814,CUST0177,2023-10-04,2023-11-18,2023-11-17,41282,0.0,41282.0,UPI,SP003,West,0,0,
INV03815,CUST0013,2023-09-12,2023-10-12,2023-10-12,5175,0.0,5175.0,UPI,SP008,South,0,0,
INV03816,CUST0091,2023-09-19,2023-10-04,2023-09-30,27357,0.0,27357.0,Cash,SP012,South,0,0,
INV03817,CUST0154,2023-03-14,2023-04-13,2023-04-13,48822,9767.42,39054.58,UPI,SP016,North,0,1,Over-discount
INV03818,CUST0045,2023-05-16,2023-05-31,2023-05-30,28100,0.0,28100.0,Card,SP013,East,0,0,
INV03819,CUST0064,2023-06-11,2023-06-26,2023-06-26,16357,0.0,15678.87,Card,SP006,South,0,1,Underpayment
INV03820,CUST0006,2023-04-17,2023-05-17,2023-05-17,46576,0.0,44639.58,Bank Transfer,SP005,North,0,1,Underpayment
INV03821,CUST0097,2023-10-29,2023-11-13,2023-11-11,45167,0.0,45167.0,Cash,SP009,West,0,0,
INV03822,CUST0050,2023-07-04,2023-07-19,2023-07-18,46585,0.0,46585.0,UPI,SP018,South,0,0,
INV03823,CUST0052,2023-11-16,2023-12-16,2023-12-15,32742,3274.2,29467.8,Cash,SP015,North,0,0,
INV03824,CUST0079,2023-08-10,2023-09-24,2023-10-23,47851,0.0,47851.0,Card,SP017,East,0,0,
INV03825,CUST0004,2023-01-27,2023-02-26,2023-02-26,15248,0.0,15248.0,UPI,SP006,North,0,0,
INV03826,CUST0096,2023-02-26,2023-04-12,2023-04-10,11799,2949.75,8849.25,Card,SP017,East,0,0,
INV03827,CUST0019,2023-10-02,2023-11-16,,37237,0.0,0.0,Bank Transfer,SP015,West,0,1,Missing Payment
INV03828,CUST0066,2023-07-07,2023-08-21,2023-08-21,21547,7302.19,14244.810000000001,Bank Transfer,SP013,West,0,1,Over-discount
INV03829,CUST0163,2023-01-17,2023-03-03,2023-03-23,44357,2217.85,42139.15,Bank Transfer,SP020,East,0,0,
INV03830,CUST0107,2023-08-02,2023-08-17,2023-08-22,24974,0.0,24974.0,Bank Transfer,SP015,West,0,0,
INV03831,CUST0122,2023-05-08,2023-06-07,2023-06-07,12733,0.0,12733.0,Bank Transfer,SP012,South,0,0,
INV03832,CUST0005,2023-09-06,2023-10-06,2023-10-04,5638,0.0,5638.0,Card,SP012,North,0,0,
INV03833,CUST0037,2023-05-02,2023-06-16,,49870,0.0,0.0,UPI,SP012,South,0,1,Missing Payment
INV03834,CUST0039,2023-02-19,2023-04-05,2023-04-05,27991,0.0,27991.0,UPI,SP003,East,0,0,
INV03835,CUST0197,2023-10-10,2023-11-09,2023-11-08,14567,0.0,14567.0,UPI,SP005,East,0,0,
INV03836,CUST0081,2023-03-22,2023-05-06,2023-05-03,7134,0.0,7134.0,Card,SP008,West,0,0,
INV03837,CUST0063,2023-07-05,2023-08-04,2023-08-02,45824,0.0,45824.0,Bank Transfer,SP014,South,0,0,
INV03838,CUST0160,2023-01-02,2023-02-16,2023-02-13,37734,0.0,37734.0,Bank Transfer,SP002,West,0,0,
INV03839,CUST0097,2023-10-12,2023-10-27,2023-11-07,19992,0.0,19992.0,Cash,SP020,North,0,0,
INV03840,CUST0166,2023-08-14,2023-09-28,,22085,0.0,0.0,Cash,SP004,South,0,1,Missing Payment
INV03841,CUST0053,2023-01-25,2023-03-11,2023-03-10,27421,0.0,27421.0,Bank Transfer,SP018,North,0,0,
INV03842,CUST0012,2023-10-28,2023-11-27,2023-11-27,30710,10604.52,20105.48,Bank Transfer,SP006,North,0,1,Over-discount
INV03843,CUST0165,2023-01-18,2023-02-02,2023-02-02,43767,2188.35,41578.65,Bank Transfer,SP004,South,0,0,
INV03844,CUST0020,2023-12-10,2024-01-09,2024-01-06,27251,0.0,27251.0,Cash,SP017,North,0,0,
INV03845,CUST0183,2023-07-16,2023-08-15,2023-08-12,15790,0.0,15790.0,Bank Transfer,SP014,West,0,0,
INV03846,CUST0138,2023-11-26,2023-12-26,2023-12-22,47995,0.0,47995.0,Cash,SP001,North,0,0,
INV03847,CUST0196,2023-03-08,2023-04-22,2023-04-20,25698,0.0,25698.0,Cash,SP009,North,0,0,
INV03848,CUST0100,2023-06-28,2023-07-28,2023-07-24,11125,1112.5,10012.5,Bank Transfer,SP001,North,0,0,
INV03849,CUST0100,2023-08-21,2023-09-05,2023-09-05,15114,0.0,14239.46,Card,SP015,West,0,1,Underpayment
INV03850,CUST0063,2023-07-05,2023-08-04,2023-08-11,28756,0.0,28756.0,Cash,SP013,West,0,0,
INV03851,CUST0073,2023-04-15,2023-05-15,2023-05-14,22783,0.0,22783.0,Cash,SP004,West,0,0,
INV03852,CUST0186,2023-10-20,2023-11-04,2023-11-02,10320,0.0,10320.0,Cash,SP006,North,0,0,
INV03853,CUST0157,2023-10-24,2023-11-08,2023-11-08,46417,0.0,46417.0,Card,SP005,South,0,0,
INV03854,CUST0020,2023-12-06,2023-12-21,2023-12-21,10635,0.0,7821.68,UPI,SP010,North,0,1,Underpayment
INV03855,CUST0012,2023-04-16,2023-05-16,2023-05-13,14439,0.0,14439.0,Cash,SP018,South,0,0,
INV03856,CUST0029,2023-03-03,2023-04-02,2023-04-01,39074,9768.5,29305.5,Card,SP017,North,0,0,
INV03857,CUST0024,2023-05-24,2023-06-23,2023-07-13,37025,0.0,37025.0,Card,SP005,West,0,0,
INV03858,CUST0151,2023-07-28,2023-09-11,2023-09-09,47898,0.0,47898.0,Cash,SP019,North,0,0,
INV03859,CUST0167,2023-04-26,2023-05-11,2023-05-10,38436,0.0,38436.0,Bank Transfer,SP004,North,0,0,
INV03860,CUST0015,2023-08-07,2023-08-22,2023-08-22,41158,0.0,41158.0,Card,SP014,North,1,1,Duplicate
INV03861,CUST0189,2023-04-13,2023-05-28,2023-05-28,33370,10598.14,22771.86,Bank Transfer,SP001,North,0,1,Over-discount
INV03862,CUST0002,2023-05-05,2023-06-04,2023-07-02,27068,0.0,27068.0,Bank Transfer,SP018,East,0,0,
INV03863,CUST0050,2023-09-13,2023-10-28,,29136,0.0,0.0,Bank Transfer,SP004,North,0,1,Missing Payment
INV03864,CUST0083,2023-01-18,2023-03-04,2023-02-28,38443,0.0,38443.0,Cash,SP006,East,0,0,
INV03865,CUST0063,2023-06-09,2023-07-24,2023-07-24,12004,600.2,11403.8,UPI,SP012,South,0,0,
INV03866,CUST0107,2023-10-16,2023-11-30,2023-11-30,30649,1532.45,26642.3,UPI,SP002,West,0,1,Underpayment
INV03867,CUST0102,2023-08-11,2023-09-25,2023-09-21,31469,0.0,31469.0,Card,SP006,West,0,0,
INV03868,CUST0194,2023-12-22,2024-01-21,2024-01-21,22029,1101.45,20927.55,Bank Transfer,SP006,South,1,1,Duplicate
INV03869,CUST0129,2023-12-22,2024-02-05,2024-02-01,27487,0.0,27487.0,Bank Transfer,SP007,West,0,0,
INV03870,CUST0105,2023-12-31,2024-02-14,2024-02-14,7655,0.0,7655.0,Cash,SP004,West,0,0,
INV03871,CUST0046,2023-08-07,2023-09-06,2023-09-05,35892,0.0,35892.0,UPI,SP008,West,0,0,
INV03872,CUST0142,2023-12-12,2024-01-11,2024-01-10,22986,0.0,22986.0,UPI,SP003,South,0,0,
INV03873,CUST0040,2023-04-15,2023-05-30,2023-05-28,27196,0.0,27196.0,Bank Transfer,SP007,South,0,0,
INV03874,CUST0184,2023-01-28,2023-03-14,2023-03-24,34666,0.0,34666.0,UPI,SP018,South,0,0,
INV03875,CUST0090,2023-02-23,2023-03-10,2023-03-07,37031,0.0,37031.0,UPI,SP017,West,0,0,
INV03876,CUST0084,2023-07-24,2023-09-07,2023-09-04,9973,0.0,9973.0,UPI,SP013,West,0,0,
INV03877,CUST0127,2023-11-05,2023-12-05,2023-12-04,19842,0.0,19842.0,UPI,SP014,East,0,0,
INV03878,CUST0149,2023-11-06,2023-11-21,2023-11-18,8879,0.0,8879.0,UPI,SP009,South,0,0,
INV03879,CUST0198,2023-08-06,2023-08-21,2023-09-19,15988,0.0,15988.0,Bank Transfer,SP015,West,0,0,
INV03880,CUST0105,2023-12-23,2024-01-07,2024-01-05,20787,0.0,20787.0,UPI,SP012,West,0,0,
INV03881,CUST0149,2023-08-28,2023-10-12,2023-11-07,30402,0.0,30402.0,Bank Transfer,SP018,East,0,0,
INV03882,CUST0090,2023-01-16,2023-03-02,2023-03-07,28237,0.0,28237.0,Bank Transfer,SP001,South,0,0,
INV03883,CUST0180,2023-11-24,2023-12-24,2023-12-24,12045,0.0,12045.0,Cash,SP013,West,0,0,
INV03884,CUST0196,2023-10-21,2023-11-05,2023-11-05,15128,4973.3,10154.7,Cash,SP019,North,0,1,Over-discount
INV03885,CUST0036,2023-03-18,2023-04-17,,46375,0.0,0.0,Bank Transfer,SP010,South,0,1,Missing Payment
INV03886,CUST0088,2023-03-26,2023-04-25,2023-04-24,6935,0.0,6935.0,Cash,SP014,North,0,0,
INV03887,CUST0196,2023-04-04,2023-05-04,2023-05-02,33667,8416.75,25250.25,Cash,SP005,North,0,0,
INV03888,CUST0114,2023-05-09,2023-06-08,2023-06-08,41674,10418.5,28342.35,Card,SP005,West,0,1,Underpayment
INV03889,CUST0109,2023-11-19,2024-01-03,2024-01-08,46782,0.0,46782.0,UPI,SP015,West,0,0,
INV03890,CUST0125,2023-11-16,2023-12-01,2023-11-29,15270,0.0,15270.0,UPI,SP018,West,0,0,
INV03891,CUST0079,2023-10-05,2023-11-19,2023-11-18,25317,0.0,25317.0,Card,SP009,East,0,0,
INV03892,CUST0176,2023-07-08,2023-08-22,2023-08-18,20605,0.0,20605.0,Cash,SP013,East,0,0,
INV03893,CUST0020,2023-04-15,2023-05-30,2023-05-30,26804,0.0,26038.91,Cash,SP004,West,0,1,Underpayment
INV03894,CUST0119,2023-04-06,2023-04-21,2023-04-19,5057,0.0,5057.0,Card,SP017,East,0,0,
INV03895,CUST0053,2023-06-27,2023-07-27,2023-07-23,10493,0.0,10493.0,UPI,SP013,East,0,0,
INV03896,CUST0199,2023-02-23,2023-04-09,2023-04-06,39543,7908.6,31634.4,UPI,SP009,East,0,0,
INV03897,CUST0081,2023-10-31,2023-11-15,2023-11-15,42153,0.0,40191.83,Bank Transfer,SP017,West,0,1,Underpayment
INV03898,CUST0003,2023-08-08,2023-09-07,2023-09-07,24686,5112.32,19573.68,UPI,SP002,South,0,1,Over-discount
INV03899,CUST0103,2023-05-22,2023-06-06,2023-07-03,36812,0.0,36812.0,UPI,SP013,West,0,0,
INV03900,CUST0075,2023-12-05,2024-01-19,2024-02-06,21058,0.0,21058.0,UPI,SP001,South,0,0,
INV03901,CUST0070,2023-02-07,2023-03-24,2023-03-24,39648,0.0,37045.43,Cash,SP017,North,0,1,Underpayment
INV03902,CUST0198,2023-08-31,2023-09-15,,34652,0.0,0.0,Bank Transfer,SP002,East,0,1,Missing Payment
INV03903,CUST0124,2023-02-19,2023-03-21,2023-03-20,25875,6468.75,19406.25,Bank Transfer,SP020,West,0,0,
INV03904,CUST0068,2023-01-26,2023-03-12,2023-03-14,49585,0.0,49585.0,Cash,SP014,South,0,0,
INV03905,CUST0004,2023-12-21,2024-01-05,2024-01-03,26857,0.0,26857.0,Cash,SP001,North,0,0,
INV03906,CUST0001,2023-07-26,2023-08-10,2023-08-10,27219,10212.21,17006.79,Cash,SP013,West,0,1,Over-discount
INV03907,CUST0027,2023-07-06,2023-08-20,2023-08-18,49927,0.0,49927.0,Cash,SP007,North,0,0,
INV03908,CUST0092,2023-01-21,2023-02-20,2023-02-18,36529,0.0,36529.0,UPI,SP018,East,0,0,
INV03909,CUST0197,2023-05-13,2023-06-27,2023-06-23,15272,763.6,14508.4,Card,SP018,East,0,0,
INV03910,CUST0111,2023-10-12,2023-11-11,2023-12-09,22297,4459.4,17837.6,UPI,SP017,West,0,0,
INV03911,CUST0185,2023-02-11,2023-02-26,2023-02-24,34367,0.0,34367.0,UPI,SP017,West,0,0,
INV03912,CUST0042,2023-12-05,2024-01-04,2024-01-02,49396,0.0,49396.0,UPI,SP001,North,0,0,
INV03913,CUST0162,2023-05-24,2023-06-08,2023-06-08,5102,0.0,5102.0,Cash,SP004,North,0,0,
INV03914,CUST0060,2023-01-29,2023-02-28,2023-02-27,16252,0.0,16252.0,Cash,SP009,South,0,0,
INV03915,CUST0154,2023-02-20,2023-04-06,2023-04-09,16655,0.0,16655.0,Card,SP016,East,0,0,
INV03916,CUST0171,2023-10-19,2023-11-18,2023-11-18,15991,2398.65,10882.6,Card,SP012,South,0,1,Underpayment
INV03917,CUST0078,2023-12-31,2024-01-15,2024-01-12,42620,0.0,42620.0,Bank Transfer,SP005,North,0,0,
INV03918,CUST0083,2023-02-26,2023-03-28,2023-03-28,12280,0.0,12280.0,Card,SP016,South,1,1,Duplicate
INV03919,CUST0081,2023-06-29,2023-07-29,2023-07-29,17227,0.0,17227.0,Bank Transfer,SP006,North,0,0,
INV03920,CUST0156,2023-03-31,2023-04-15,2023-05-02,35433,0.0,35433.0,Bank Transfer,SP007,East,0,0,
INV03921,CUST0113,2023-09-26,2023-10-11,2023-10-09,35364,0.0,35364.0,Card,SP010,West,0,0,
INV03922,CUST0100,2023-06-08,2023-07-08,2023-07-06,36206,0.0,36206.0,Cash,SP011,East,0,0,
INV03923,CUST0153,2023-04-19,2023-05-04,2023-05-04,38697,15204.67,23492.33,Card,SP011,South,0,1,Over-discount
INV03924,CUST0025,2023-12-18,2024-01-02,,32429,6485.8,0.0,Bank Transfer,SP011,North,0,1,Missing Payment
INV03925,CUST0126,2023-05-01,2023-05-16,2023-05-15,13917,695.85,13221.15,Cash,SP011,East,0,0,
INV03926,CUST0056,2023-02-06,2023-02-21,2023-02-17,17291,0.0,17291.0,UPI,SP001,South,0,0,
INV03927,CUST0101,2023-05-14,2023-05-29,2023-05-26,41812,0.0,41812.0,Bank Transfer,SP003,North,0,0,
INV03928,CUST0184,2023-12-18,2024-01-17,2024-01-17,20915,0.0,20915.0,Bank Transfer,SP015,West,0,0,
INV03929,CUST0041,2023-09-24,2023-10-24,2023-10-23,30793,0.0,30793.0,Bank Transfer,SP020,East,0,0,
INV03930,CUST0143,2023-09-10,2023-10-10,2023-10-10,23196,9011.45,14184.55,Cash,SP018,East,0,1,Over-discount
INV03931,CUST0044,2023-11-25,2023-12-10,2023-12-09,26230,0.0,26230.0,Cash,SP006,East,0,0,
INV03932,CUST0036,2023-01-17,2023-03-03,2023-03-03,45971,4597.1,41373.9,UPI,SP013,North,1,1,Duplicate
INV03933,CUST0129,2023-07-23,2023-08-22,2023-08-18,6525,0.0,6525.0,Cash,SP020,North,0,0,
INV03934,CUST0115,2023-04-27,2023-05-12,2023-05-12,32906,0.0,32906.0,Cash,SP002,North,0,0,
INV03935,CUST0093,2023-03-05,2023-04-04,2023-03-31,20913,0.0,20913.0,UPI,SP009,West,0,0,
INV03936,CUST0117,2023-12-13,2024-01-12,2024-01-12,38512,0.0,38512.0,Card,SP008,East,1,1,Duplicate
INV03937,CUST0164,2023-01-01,2023-01-16,2023-01-16,36050,0.0,33603.71,Bank Transfer,SP010,West,0,1,Underpayment
INV03938,CUST0136,2023-11-18,2024-01-02,2024-01-17,48150,0.0,48150.0,Cash,SP004,West,0,0,
INV03939,CUST0031,2023-03-31,2023-04-30,2023-04-27,48815,9763.0,39052.0,Cash,SP019,West,0,0,
INV03940,CUST0052,2023-02-10,2023-03-12,2023-03-12,15296,3395.35,11900.65,Bank Transfer,SP002,East,0,1,Over-discount
INV03941,CUST0060,2023-11-15,2023-12-15,,45111,0.0,0.0,UPI,SP008,South,0,1,Missing Payment
INV03942,CUST0032,2023-12-09,2024-01-23,2024-01-23,15244,762.2,14481.8,Card,SP003,North,0,0,
INV03943,CUST0177,2023-08-05,2023-08-20,2023-08-19,23431,0.0,23431.0,Bank Transfer,SP014,North,0,0,
INV03944,CUST0132,2023-08-06,2023-09-05,2023-09-05,24481,0.0,23601.09,Bank Transfer,SP018,North,0,1,Underpayment
INV03945,CUST0091,2023-03-12,2023-03-27,2023-03-27,39819,0.0,39819.0,Card,SP007,North,0,0,
INV03946,CUST0074,2023-11-04,2023-12-19,2023-12-19,41091,0.0,41091.0,Bank Transfer,SP011,North,1,1,Duplicate
INV03947,CUST0081,2023-06-03,2023-06-18,2023-06-14,24729,0.0,24729.0,Card,SP010,West,0,0,
INV03948,CUST0084,2023-10-20,2023-12-04,2023-12-04,49629,0.0,49629.0,Cash,SP008,West,0,0,
INV03949,CUST0132,2023-02-20,2023-03-07,2023-04-03,7812,0.0,7812.0,UPI,SP012,West,0,0,
INV03950,CUST0176,2023-08-02,2023-09-01,,46553,0.0,0.0,Cash,SP009,West,0,1,Missing Payment
INV03951,CUST0128,2023-12-11,2023-12-26,2023-12-24,10988,0.0,10988.0,Card,SP015,West,0,0,
INV03952,CUST0042,2023-06-28,2023-08-12,2023-08-28,38374,0.0,38374.0,UPI,SP010,South,0,0,
INV03953,CUST0054,2023-04-13,2023-05-13,2023-05-09,10149,0.0,10149.0,Cash,SP013,West,0,0,
INV03954,CUST0068,2023-05-02,2023-06-01,2023-06-01,48809,0.0,48809.0,UPI,SP002,North,1,1,Duplicate
INV03955,CUST0013,2023-01-13,2023-02-27,2023-02-23,35949,0.0,35949.0,Cash,SP016,South,0,0,
INV03956,CUST0148,2023-07-22,2023-08-06,2023-08-21,47967,0.0,47967.0,Bank Transfer,SP011,South,0,0,
INV03957,CUST0025,2023-03-10,2023-04-24,2023-05-11,22253,0.0,22253.0,Card,SP017,East,0,0,
INV03958,CUST0074,2023-09-07,2023-09-22,2023-09-28,12649,0.0,12649.0,Cash,SP013,East,0,0,
INV03959,CUST0189,2023-02-03,2023-03-20,2023-03-20,13302,2660.4,9495.050000000001,Cash,SP020,West,0,1,Underpayment
INV03960,CUST0150,2023-07-28,2023-08-27,2023-08-27,33291,0.0,33291.0,Bank Transfer,SP018,East,1,1,Duplicate
INV03961,CUST0199,2023-04-17,2023-05-17,2023-05-16,41104,0.0,41104.0,Cash,SP017,South,0,0,
INV03962,CUST0133,2023-05-05,2023-06-19,2023-06-15,32411,0.0,32411.0,UPI,SP006,South,0,0,
INV03963,CUST0019,2023-02-04,2023-03-06,2023-03-05,36126,0.0,36126.0,Card,SP018,North,0,0,
INV03964,CUST0036,2023-04-11,2023-05-11,2023-05-11,30144,0.0,30144.0,Bank Transfer,SP020,West,1,1,Duplicate
INV03965,CUST0021,2023-03-03,2023-04-02,2023-03-29,29402,0.0,29402.0,Cash,SP019,East,0,0,
INV03966,CUST0068,2023-12-07,2024-01-06,2024-01-04,36769,0.0,36769.0,Cash,SP007,West,0,0,
INV03967,CUST0128,2023-09-09,2023-09-24,2023-09-21,35755,0.0,35755.0,Card,SP017,North,0,0,
INV03968,CUST0022,2023-11-25,2023-12-10,2023-12-08,25103,6275.75,18827.25,Bank Transfer,SP001,South,0,0,
INV03969,CUST0136,2023-04-20,2023-06-04,2023-06-04,17436,1743.6,15692.4,Card,SP018,North,0,0,
INV03970,CUST0199,2023-05-09,2023-05-24,2023-05-28,13299,0.0,13299.0,Bank Transfer,SP020,West,0,0,
INV03971,CUST0138,2023-03-07,2023-03-22,2023-03-20,15191,0.0,15191.0,Cash,SP019,North,0,0,
INV03972,CUST0006,2023-11-17,2024-01-01,2024-01-19,48726,0.0,48726.0,Bank Transfer,SP004,West,0,0,
INV03973,CUST0120,2023-12-03,2024-01-17,2024-01-13,10958,0.0,10958.0,Cash,SP011,South,0,0,
INV03974,CUST0144,2023-03-06,2023-04-05,2023-04-03,43529,0.0,43529.0,Bank Transfer,SP008,East,0,0,
INV03975,CUST0023,2023-11-28,2024-01-12,2024-01-30,15909,0.0,15909.0,Cash,SP017,North,0,0,
INV03976,CUST0194,2023-09-12,2023-10-27,2023-10-27,35709,0.0,35125.76,UPI,SP011,South,0,1,Underpayment
INV03977,CUST0033,2023-06-26,2023-08-10,2023-08-10,22374,0.0,22374.0,UPI,SP004,North,1,1,Duplicate
INV03978,CUST0148,2023-09-02,2023-09-17,2023-09-25,28586,0.0,28586.0,UPI,SP001,South,0,0,
INV03979,CUST0137,2023-01-26,2023-02-10,2023-02-10,19560,0.0,19560.0,Card,SP010,South,0,0,
INV03980,CUST0166,2023-09-24,2023-10-24,2023-10-23,24076,0.0,24076.0,UPI,SP008,West,0,0,
